article_factor,article_id,article,authors,published_journal,NOTES__RHS_VARIABLES__ETC_
22,Dube et al. (2010),"MW Effects Across State Borders - Estimates Using Contiguous Counties WP","Dube,A.; Lester.T.; Reich,M.","The Review of Economics and Statistics","All-County, Census Division x period Dummies, Total Pvt Sector"
11,Dube et al. (2007),"The economic effects of a citywide MW","Dube,  Naidu & Reich","Industrial and Labor Relations Review","Full Sample (Table 7, Col. 1, Ln(Emp))"
11,Dube et al. (2007),"The economic effects of a citywide MW","Dube,  Naidu & Reich","Industrial and Labor Relations Review","S.F. Only (Table 7, Col. 4, Ln(Emp))"
11,Dube et al. (2007),"The economic effects of a citywide MW","Dube,  Naidu & Reich","Industrial and Labor Relations Review","FF Only (Table 7, Col. 2, Ln(FTE Emp))"
11,Dube et al. (2007),"The economic effects of a citywide MW","Dube,  Naidu & Reich","Industrial and Labor Relations Review","Table-Service Only (Table 7, Col. 3, Ln(FTE Emp))"
21,Belman and Wolfson (2010),"The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis","Belman & Wolfson","Labour","See comment in A1, B&W 2009 worksht"
29,Addison et al. (2013),"Minimum Wage Increases in a Recessionary Environment","Addison, Blackburn & Cotti","Labour Economics","Table 3, Row 1 (ACS, Basic)"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 2 (Panel B, (2,3))"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 9 (2,2)"
34,Hoffman (2014),"Employment Effects of the 2009 Minimum Wage Increase: New Evidence from State-Based Comparisons of Workers by Skill Level","Hoffman","The B.E. Journal of Economic Analysis & Policy","Table 6, 20-59, Not HS Grad, Demog Traits (DID)-B"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 8, Spec 4 (Both sets of time controls: 1990-2009)"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 3, Spec 4 (Both sets of time controls)"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 7, Spec 2 (Division-specific time controls)"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel A, (2,6))"
22,Dube et al. (2010),"MW Effects Across State Borders - Estimates Using Contiguous Counties WP","Dube,A.; Lester.T.; Reich,M.","The Review of Economics and Statistics","Border County Pairs, County-pair X period dummies"
35,Neumark et al. (2014a),"Revisiting the MW-Employment Debate / Bathwater","Neumark, Salas & Wascher","Industrial and Labor Relations Review","Table 8 Col. 4 Row 1"
34,Hoffman (2014),"Employment Effects of the 2009 Minimum Wage Increase: New Evidence from State-Based Comparisons of Workers by Skill Level","Hoffman","The B.E. Journal of Economic Analysis & Policy","Table 6, 20-59, Not HS Grad, Demog Traits, State FEs (DID)-B"
13,Orrenius and Zavodny (2008),"The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR)","Orrenius,P.; Zavodny,M.","Industrial and Labor Relations Review","Less-Educated Natives, Men, All Individuals"
22,Dube et al. (2010),"MW Effects Across State Borders - Estimates Using Contiguous Counties WP","Dube,A.; Lester.T.; Reich,M.","The Review of Economics and Statistics","All-County, MSA x period Dummies, State Linear Trends,"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel A, (1,3))"
40,Liu et al. (2015),"Impact of the Minimum Wage on Youth Labor Markets","Liu, Hyclak, & Regmi","Labour","Table 5, Panel C, col 1"
33,Even and Macpherson (2014),"The Effect of Tip Credits on Earnings and Employment in the U.S. Restaurant Industry","Even & Macpherson","IZA discussion paper","Table 2 (2,4): MW, 1994:1-2007:3, State Trends"
22,Dube et al. (2010),"MW Effects Across State Borders - Estimates Using Contiguous Counties WP","Dube,A.; Lester.T.; Reich,M.","The Review of Economics and Statistics","All-County, Census Division x period Dummies, State Linear Trends,"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 2 (Panel A, (2,2))"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 2 (Panel A, (2,3))"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel B, (4,1))"
22,Dube et al. (2010),"MW Effects Across State Borders - Estimates Using Contiguous Counties WP","Dube,A.; Lester.T.; Reich,M.","The Review of Economics and Statistics","Border County Pairs, County-pair X period dummies"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 8, Spec 4 (Both sets of time controls: 1991-1998)"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 7, Spec 3 (State specific time trends)"
13,Orrenius and Zavodny (2008),"The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR)","Orrenius,P.; Zavodny,M.","Industrial and Labor Relations Review","Less-Educated Natives, Men, Real Minwage"
22,Dube et al. (2010),"MW Effects Across State Borders - Estimates Using Contiguous Counties WP","Dube,A.; Lester.T.; Reich,M.","The Review of Economics and Statistics","Border County Pairs, County-pair X period dummies"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 6, Spec 4 (Both sets of time controls)"
15,Addison et al. (2009),"Do MWs raise employment? Evidence from the U.S. retail-trade sector","Addison, Blackburn & Cotti","Labour Economics","Table 5, Panel B (3,4): County sample with at least 10 establishments"
11,Dube et al. (2007),"The economic effects of a citywide MW","Dube,  Naidu & Reich","Industrial and Labor Relations Review","All Controls (Table 5, Employment)"
13,Orrenius and Zavodny (2008),"The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR)","Orrenius,P.; Zavodny,M.","Industrial and Labor Relations Review","Less-Educated Immigrants, Men, Relative Minwage"
21,Belman and Wolfson (2010),"The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis","Belman & Wolfson","Labour","See comment in A1, B&W 2009 worksht"
29,Addison et al. (2013),"Minimum Wage Increases in a Recessionary Environment","Addison, Blackburn & Cotti","Labour Economics","Table 3, Row 3 (CPS, State Trends)"
34,Hoffman (2014),"Employment Effects of the 2009 Minimum Wage Increase: New Evidence from State-Based Comparisons of Workers by Skill Level","Hoffman","The B.E. Journal of Economic Analysis & Policy","Table 4 Col 2"
21,Belman and Wolfson (2010),"The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis","Belman & Wolfson","Labour","See comment in A1, B&W 2009 worksht"
15,Addison et al. (2009),"Do MWs raise employment? Evidence from the U.S. retail-trade sector","Addison, Blackburn & Cotti","Labour Economics","Table 4, Panel B, Col 4: County Trends"
15,Addison et al. (2009),"Do MWs raise employment? Evidence from the U.S. retail-trade sector","Addison, Blackburn & Cotti","Labour Economics","Table 5, Panel B (2,4): Models with minimum wage/population interactions"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 8, Spec 3 (State specific time trends: 1991-1998)"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 6 (10,5)"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 2 (Panel B, (2,2))"
25,Neumark and Wascher (2011),"Does a Higher Minimum Wage Enhance the Effectiveness of The Earned Income Tax Credit?","Neumark & Wascher","Industrial and Labor Relations Review","Table 3a: col 4: MW"
11,Dube et al. (2007),"The economic effects of a citywide MW","Dube,  Naidu & Reich","Industrial and Labor Relations Review","S.F. Only (Table 7, Col. 4, Ln(FTE Emp))"
21,Belman and Wolfson (2010),"The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis","Belman & Wolfson","Labour","See comment in A1, B&W 2009 worksht"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 8, Spec 1 (Canonical: 1991-1998)"
25,Neumark and Wascher (2011),"Does a Higher Minimum Wage Enhance the Effectiveness of The Earned Income Tax Credit?","Neumark & Wascher","Industrial and Labor Relations Review","Table 3a, col 4: MW + (MW x kids)"
15,Addison et al. (2009),"Do MWs raise employment? Evidence from the U.S. retail-trade sector","Addison, Blackburn & Cotti","Labour Economics","Table 8, Panel B (1,1)"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel B, (4,3))"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 7 (7,1)"
40,Liu et al. (2015),"Impact of the Minimum Wage on Youth Labor Markets","Liu, Hyclak, & Regmi","Labour","Table 2, Panel B, col 5"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel A, (1,6))"
15,Addison et al. (2009),"Do MWs raise employment? Evidence from the U.S. retail-trade sector","Addison, Blackburn & Cotti","Labour Economics","Table 5, Panel B (1,4): Sample of states that change their minimum"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel B, (4,2))"
13,Orrenius and Zavodny (2008),"The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR)","Orrenius,P.; Zavodny,M.","Industrial and Labor Relations Review","Less-Educated Natives, Both sexes, All Individuals"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel A, (4,7))"
34,Hoffman (2014),"Employment Effects of the 2009 Minimum Wage Increase: New Evidence from State-Based Comparisons of Workers by Skill Level","Hoffman","The B.E. Journal of Economic Analysis & Policy","Table 6, 20-59, Not HS Grad, Demog Traits, State FEs (DID)-W"
11,Dube et al. (2007),"The economic effects of a citywide MW","Dube,  Naidu & Reich","Industrial and Labor Relations Review","Table-Service Only (Table 7, Col. 3, Ln(Emp))"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 9 (2,4)"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 6 (6,5)"
14,Sabia (2008),"Minimum Wages and the Economic Well-Being of Single Mothers","Sabia","Journal of Policy Analysis and Management","Table 5, Panel III (3,4): Annual Hours"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel B, (1,6))"
34,Hoffman (2014),"Employment Effects of the 2009 Minimum Wage Increase: New Evidence from State-Based Comparisons of Workers by Skill Level","Hoffman","The B.E. Journal of Economic Analysis & Policy","Table 6, 20-59, Not HS Grad, Demog Traits (DID)-W"
15,Addison et al. (2009),"Do MWs raise employment? Evidence from the U.S. retail-trade sector","Addison, Blackburn & Cotti","Labour Economics","Table 8, Panel B (1,5)"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel B, (1,2))"
13,Orrenius and Zavodny (2008),"The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR)","Orrenius,P.; Zavodny,M.","Industrial and Labor Relations Review","Less-Educated Natives, Women, All Individuals"
22,Dube et al. (2010),"MW Effects Across State Borders - Estimates Using Contiguous Counties WP","Dube,A.; Lester.T.; Reich,M.","The Review of Economics and Statistics","Border County Pairs, County-pair X period dummies"
25,Neumark and Wascher (2011),"Does a Higher Minimum Wage Enhance the Effectiveness of The Earned Income Tax Credit?","Neumark & Wascher","Industrial and Labor Relations Review","Table 2a, col 5: MW"
13,Orrenius and Zavodny (2008),"The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR)","Orrenius,P.; Zavodny,M.","Industrial and Labor Relations Review","Teenage Boys, Employed Individuals"
13,Orrenius and Zavodny (2008),"The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR)","Orrenius,P.; Zavodny,M.","Industrial and Labor Relations Review","Less-Educated Natives, Both sexes, Real Minwage"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel B, (1,8))"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 7 (7,3)"
25,Neumark and Wascher (2011),"Does a Higher Minimum Wage Enhance the Effectiveness of The Earned Income Tax Credit?","Neumark & Wascher","Industrial and Labor Relations Review","Table 2a, col 6: MW + (MW x kids)"
15,Addison et al. (2009),"Do MWs raise employment? Evidence from the U.S. retail-trade sector","Addison, Blackburn & Cotti","Labour Economics","Table 8, Panel B (1,3)"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 6 (4,5)"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel B, (1,4))"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 6 (10,1)"
11,Dube et al. (2007),"The economic effects of a citywide MW","Dube,  Naidu & Reich","Industrial and Labor Relations Review","Alternative Control-Midsize East Bay (Table 5, FTE Employment)"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel B, (4,4))"
15,Addison et al. (2009),"Do MWs raise employment? Evidence from the U.S. retail-trade sector","Addison, Blackburn & Cotti","Labour Economics","Table 5, Panel B (3,5): County sample with at least 10 establishments"
14,Sabia (2008),"Minimum Wages and the Economic Well-Being of Single Mothers","Sabia","Journal of Policy Analysis and Management","Table 5, Panel I (1,1): Employment"
23,Persky and Baiman (2010),"Do State Minimum Wage Laws Reduce Employment? Mixed Messages from Fast Food Outlets in Illinois and Indiana","Persky & Baiman","Journal of Regional Analysis and Policy","Table 1, gFTENSH from Position Data limited to Hrs Sample with pay period dummies: Eq 19"
15,Addison et al. (2009),"Do MWs raise employment? Evidence from the U.S. retail-trade sector","Addison, Blackburn & Cotti","Labour Economics","Table 4, Panel B, Col 5: County Trends"
15,Addison et al. (2009),"Do MWs raise employment? Evidence from the U.S. retail-trade sector","Addison, Blackburn & Cotti","Labour Economics","Table 5, Panel B (2,5): Models with minimum wage/population interactions"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 3, Spec 4 (Both sets of time controls)"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 6 (10,3)"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 7 (7,2)"
11,Dube et al. (2007),"The economic effects of a citywide MW","Dube,  Naidu & Reich","Industrial and Labor Relations Review","All Controls (Table 5, FTE Employment)"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel A, (1,4))"
34,Hoffman (2014),"Employment Effects of the 2009 Minimum Wage Increase: New Evidence from State-Based Comparisons of Workers by Skill Level","Hoffman","The B.E. Journal of Economic Analysis & Policy","Table 5, DID(w) -- Panel A"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel A, (1,8))"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 7 (4,4)"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel A, (3,4))"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel B, (4,6))"
25,Neumark and Wascher (2011),"Does a Higher Minimum Wage Enhance the Effectiveness of The Earned Income Tax Credit?","Neumark & Wascher","Industrial and Labor Relations Review","Table 3a, col 6: MW + (MW x kids)"
25,Neumark and Wascher (2011),"Does a Higher Minimum Wage Enhance the Effectiveness of The Earned Income Tax Credit?","Neumark & Wascher","Industrial and Labor Relations Review","Table 2a, col 4: MW + (MW x kids)"
13,Orrenius and Zavodny (2008),"The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR)","Orrenius,P.; Zavodny,M.","Industrial and Labor Relations Review","Less-Educated Natives, Women, Real Minwage"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 7 (8,1)"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 6 (5,5)"
25,Neumark and Wascher (2011),"Does a Higher Minimum Wage Enhance the Effectiveness of The Earned Income Tax Credit?","Neumark & Wascher","Industrial and Labor Relations Review","Table 3a, col 5: MW + (MW x kids)"
11,Dube et al. (2007),"The economic effects of a citywide MW","Dube,  Naidu & Reich","Industrial and Labor Relations Review","S.F. and Midsize Only (Table 7, Col. 6, Ln(FTE Emp))"
14,Sabia (2008),"Minimum Wages and the Economic Well-Being of Single Mothers","Sabia","Journal of Policy Analysis and Management","Table 5, Panel III (3,2): Weekly Hours"
22,Dube et al. (2010),"MW Effects Across State Borders - Estimates Using Contiguous Counties WP","Dube,A.; Lester.T.; Reich,M.","The Review of Economics and Statistics","All-County, MSA x period Dummies, State Linear Trends, Total Pvt Sector"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel B, (2,5))"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 6 (10,2)"
29,Addison et al. (2013),"Minimum Wage Increases in a Recessionary Environment","Addison, Blackburn & Cotti","Labour Economics","Table 3, Row 1 (ACS, State Trends)"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 7 (8,3)"
11,Dube et al. (2007),"The economic effects of a citywide MW","Dube,  Naidu & Reich","Industrial and Labor Relations Review","Alternative Control-Midsize East Bay (Table 5, Employment)"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel A, (4,8))"
16,Allegretto et al. (2009),"Spatial Heterogeneity and MWs: Employment Estimates for Teens Using Cross-State Commuting Zones","Allegretto, S.; Dube, A; Reich, M.","Institute for Research on Labor and Employment, Working Paper Series","Table 7, Census/ACS, Commuting Zone (CZ) specific time effects"
10,Potter (2006),"Measuring the Employment Impacts of the Living Wage Ordinance in Santa Fe, New Mexico","Potter,N.","Bureau of Business and Economic Research","Accommodation and Food"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 7, Spec 1 (Canonical)"
21,Belman and Wolfson (2010),"The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis","Belman & Wolfson","Labour","See comment in A1, B&W 2009 worksht"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel A, (2,7))"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel A, (4,3))"
5,Zavodny (2000),"The effect of the minimum wage on employment and hours","Zavodny","Labour Economics","Table 1"
11,Dube et al. (2007),"The economic effects of a citywide MW","Dube,  Naidu & Reich","Industrial and Labor Relations Review","Alternative Control-Midsize East Bay (Inc. Business Closures) (Table 5, FTE Employment)"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel B, (4,8))"
11,Dube et al. (2007),"The economic effects of a citywide MW","Dube,  Naidu & Reich","Industrial and Labor Relations Review","All Controls (Inc. Business Closures) (Table 5, Employment)"
21,Belman and Wolfson (2010),"The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis","Belman & Wolfson","Labour","See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),"The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis","Belman & Wolfson","Labour","See comment in A1, B&W 2009 worksht"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 7 (8,2)"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 6 (7,4)"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel B, (2,1))"
15,Addison et al. (2009),"Do MWs raise employment? Evidence from the U.S. retail-trade sector","Addison, Blackburn & Cotti","Labour Economics","Table 8, Panel B (1,2)"
26,Addison et al. (2012),"The Effect of MWs on Labor Market Outcomes -  County-Level Estimates from the Restaurant & Bar Sector","Addison, Blackburn & Cotti","British Journal of Industrial Relations","Full Service Restaurants (Table 7)"
34,Hoffman (2014),"Employment Effects of the 2009 Minimum Wage Increase: New Evidence from State-Based Comparisons of Workers by Skill Level","Hoffman","The B.E. Journal of Economic Analysis & Policy","Table 5, DIDID -- Panel C (the typo: mistakenly negative in the WP)"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel B, (2,7))"
15,Addison et al. (2009),"Do MWs raise employment? Evidence from the U.S. retail-trade sector","Addison, Blackburn & Cotti","Labour Economics","Table 5, Panel B (1,3): Sample of states that change their minimum"
12,Singell and Terborg (2007),"'Employment effects of two northwest MW initiatives","Singell,L. D.; Terborg,J. R.","Economic Inquiry","contemporaneous term only"
12,Singell and Terborg (2007),"'Employment effects of two northwest MW initiatives","Singell,L. D.; Terborg,J. R.","Economic Inquiry","contemporaneous term only + Lagged Emp"
25,Neumark and Wascher (2011),"Does a Higher Minimum Wage Enhance the Effectiveness of The Earned Income Tax Credit?","Neumark & Wascher","Industrial and Labor Relations Review","Table 2a, col 5: MW + (MW x kids)"
11,Dube et al. (2007),"The economic effects of a citywide MW","Dube,  Naidu & Reich","Industrial and Labor Relations Review","Alternative Control-Midsize East Bay (Inc. Business Closures) (Table 5, Employment)"
35,Neumark et al. (2014a),"Revisiting the MW-Employment Debate / Bathwater","Neumark, Salas & Wascher","Industrial and Labor Relations Review","Table 2 Mid-Atlantic"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel B, (2,3))"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel A, (4,4))"
11,Dube et al. (2007),"The economic effects of a citywide MW","Dube,  Naidu & Reich","Industrial and Labor Relations Review","All Controls (Inc. Business Closures) (Table 5, FTE Employment)"
23,Persky and Baiman (2010),"Do State Minimum Wage Laws Reduce Employment? Mixed Messages from Fast Food Outlets in Illinois and Indiana","Persky & Baiman","Journal of Regional Analysis and Policy","Table 1, gFTENSH from Position Data limited to Hrs Sample: Eq 25"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 7 (9,1)"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 7 (5,5)"
11,Dube et al. (2007),"The economic effects of a citywide MW","Dube,  Naidu & Reich","Industrial and Labor Relations Review","Alternative Control-Midsize S.F. (Table 5, FTE Employment)"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 7 (6,1)"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 6 (6,1)"
34,Hoffman (2014),"Employment Effects of the 2009 Minimum Wage Increase: New Evidence from State-Based Comparisons of Workers by Skill Level","Hoffman","The B.E. Journal of Economic Analysis & Policy","Table 6, 20-59, Not HS Grad, Demog Traits (DIDID)"
34,Hoffman (2014),"Employment Effects of the 2009 Minimum Wage Increase: New Evidence from State-Based Comparisons of Workers by Skill Level","Hoffman","The B.E. Journal of Economic Analysis & Policy","Table 6, 20-59, Not HS Grad, Demog Traits, State FEs (DIDID)"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 7, Spec 2 (Division-specific time controls)"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 7 (8,5)"
